r_cntr,object_id,raj2000,dej2000,e_raj2000,e_dej2000,smss_j,mean_epoch,flags,nimaflags,ngood,ngood_min,nch_max,class_star,u_psf,e_u_psf,u_petro,e_u_petro,v_psf,e_v_psf,v_petro,e_v_petro,g_psf,e_g_psf,g_petro,e_g_petro,r_psf,e_r_psf,r_petro,e_r_petro,i_psf,e_i_psf,i_petro,e_i_petro,z_psf,e_z_psf,z_petro,e_z_petro,prox,prox_id
200.11,287832209,113.976629,-69.568714,18,36,b'073554.38-693407.3',57030.4746,0,0,4,0,1,0.985,,,,,,,,,16.035,0.012,16.015,0.03,15.145,0.003,15.186,0.015,14.386,0.003,14.447,0.009,14.04,0.003,14.106,0.009,6.1,287832235.0
200.8,287831974,114.079538,-69.603605,221,81,b'073619.07-693613.0',57032.4853,2,0,6,0,1,0.951,,,,,,,,,18.079,0.028,18.236,0.138,17.522,0.014,17.63,0.122,17.25,0.06,17.457,0.096,17.09,0.039,17.045,0.229,60.0,
202.29,287832211,113.966925,-69.556412,44,36,b'073552.06-693323.0',57030.4746,0,0,4,0,1,0.966,,,,,,,,,17.437,0.013,17.513,0.099,17.086,0.012,17.147,0.069,16.923,0.023,17.092,0.075,16.788,0.009,16.917,0.082,60.0,
202.69,287831690,114.225766,-69.505911,25,36,b'073654.17-693021.3',57033.0597,0,0,7,0,1,0.983,,,,,,,,,16.142,0.007,16.134,0.032,15.594,0.024,15.677,0.024,15.209,0.011,15.252,0.016,15.077,0.004,15.126,0.017,60.0,
204.69,287832220,113.966027,-69.541653,56,36,b'073551.84-693229.9',57030.4748,0,0,3,0,1,0.945,,,,,,,,,,,,,17.864,0.064,18.125,0.119,17.284,0.026,17.557,0.113,17.133,0.028,17.375,0.135,14.7,287832219.0
206.06,287832235,113.972543,-69.569639,27,36,b'073553.40-693410.6',57030.4748,1,0,3,0,1,0.493,,,,,,,,,,,,,18.401,0.028,18.277,0.196,18.357,0.05,18.234,0.188,17.749,0.086,16.971,0.148,6.1,287832209.0
206.79,287831751,114.144295,-69.493209,28,36,b'073634.64-692935.5',57033.0597,0,0,7,0,1,0.986,,,,,,,,,15.755,0.004,15.767,0.022,15.08,0.017,15.121,0.013,14.599,0.016,14.641,0.025,14.433,0.005,14.502,0.043,60.0,
209.22,287831960,114.127631,-69.60844,55,48,b'073630.63-693630.4',57033.0597,2,0,7,0,1,0.982,,,,,,,,,16.479,0.013,16.42,0.045,16.093,0.003,16.096,0.033,15.721,0.003,15.725,0.11,15.596,0.007,15.525,0.169,7.4,287831961.0
210.09,287831508,114.217729,-69.599308,50,52,b'073652.25-693557.5',57030.4748,0,0,3,0,1,0.536,,,,,,,,,,,,,18.446,0.018,18.543,0.161,18.268,0.05,18.523,0.193,17.936,0.031,18.035,0.162,60.0,
210.78,287831754,114.129071,-69.491779,20,36,b'073630.98-692930.3',57033.2158,0,0,11,1,1,0.984,16.509,0.011,16.489,0.13,16.124,0.058,16.072,0.093,15.054,0.003,15.068,0.013,14.64,0.019,14.654,0.048,14.306,0.023,14.343,0.051,14.225,0.003,14.246,0.042,60.0,
212.98,287831683,114.240768,-69.506597,88,43,b'073657.76-693023.7',57031.6811,0,0,5,0,1,0.941,,,,,,,,,18.006,0.019,18.093,0.127,17.569,0.01,17.639,0.128,17.06,0.006,17.069,0.077,16.877,0.014,16.99,0.198,13.3,287831682.0
213.53,287832230,114.000617,-69.590041,383,112,b'073600.22-693524.2',57034.4957,0,0,3,0,1,0.65,,,,,,,,,,,,,17.49,0.068,17.944,0.163,17.606,0.075,18.164,0.336,,,,,60.0,
213.71,287831961,114.122892,-69.609674,66,36,b'073629.49-693634.8',57033.0597,3,0,7,0,1,0.957,,,,,,,,,17.513,0.022,17.207,0.109,17.151,0.028,17.331,0.073,16.855,0.066,16.843,0.092,16.837,0.039,16.937,0.182,7.4,287831960.0
214.28,287831676,114.296878,-69.546798,39,48,b'073711.24-693248.4',57030.4748,0,0,3,0,1,0.948,,,,,,,,,,,,,17.801,0.042,17.743,0.112,17.306,0.013,17.453,0.101,17.001,0.012,17.039,0.099,8.4,287831675.0
215.03,287832214,113.987738,-69.51565,25,36,b'073557.05-693056.3',57030.4748,0,0,3,0,1,0.504,,,,,,,,,,,,,18.764,0.055,18.628,0.27,18.228,0.061,18.049,0.188,18.36,0.046,18.752,0.314,60.0,
215.09,287831675,114.296988,-69.544477,13,36,b'073711.27-693240.1',57030.4751,0,0,1,0,1,0.561,,,,,,,,,,,,,,,,,,,,,18.038,0.023,18.127,0.208,8.4,287831676.0
215.52,287831682,114.249584,-69.508599,29,36,b'073659.88-693030.9',57033.0597,0,4,7,0,1,0.994,,,,,,,,,16.699,0.015,16.647,0.047,16.144,0.007,16.261,0.058,15.789,0.004,15.854,0.083,15.729,0.012,15.778,0.03,13.3,287831683.0
216.76,287831677,114.294681,-69.536762,32,107,b'073710.72-693212.3',57030.475,0,0,2,0,1,0.539,,,,,,,,,,,,,,,,,18.513,0.056,18.561,0.198,18.271,0.022,18.491,0.303,60.0,
217.47,287831976,114.05801,-69.605755,13,36,b'073613.92-693620.7',57036.5067,0,0,1,0,1,0.349,,,,,,,,,,,,,,,,,,,,,17.305,0.038,17.367,0.149,60.0,
218.98,287831691,114.224467,-69.499989,41,62,b'073653.84-692959.8',57033.0597,2,0,7,0,1,0.931,,,,,,,,,17.68,0.044,17.525,0.125,17.473,0.026,17.873,0.468,17.141,0.024,17.182,0.076,17.126,0.036,17.256,0.12,60.0,
220.15,287831771,114.062765,-69.493428,13,36,b'073615.06-692936.3',57036.5067,0,0,1,0,1,0.378,,,,,,,,,,,,,,,,,,,,,17.298,0.05,18.063,0.151,60.0,
221.63,287831736,114.189743,-69.49283,32,36,b'073645.55-692934.1',57033.0597,0,0,7,0,1,0.973,,,,,,,,,17.158,0.013,17.124,0.064,16.795,0.049,16.903,0.057,16.476,0.026,16.524,0.066,16.477,0.019,16.582,0.053,60.0,
222.89,287832236,113.953175,-69.562756,13,36,b'073548.76-693345.9',57030.4751,0,0,1,0,1,0.474,,,,,,,,,,,,,,,,,,,,,18.282,0.049,18.791,0.331,6.3,287832237.0
225.67,287832221,113.949839,-69.540138,58,36,b'073547.95-693224.4',57030.4746,0,0,4,0,1,0.973,,,,,,,,,17.262,0.018,17.419,0.092,16.861,0.003,16.893,0.064,16.633,0.006,16.662,0.056,16.524,0.023,16.472,0.07,60.0,
226.6,287831493,114.281566,-69.58263,15,36,b'073707.57-693457.4',57030.4742,0,0,6,1,1,1.0,12.235,0.004,12.239,0.004,11.594,0.003,11.607,0.003,10.949,0.006,10.944,0.003,10.816,0.007,10.81,0.003,10.737,0.008,10.738,0.003,10.761,0.015,10.756,0.003,60.0,
228.24,287832237,113.948496,-69.56214,13,36,b'073547.63-693343.7',57030.4751,0,0,1,0,1,0.534,,,,,,,,,,,,,,,,,,,,,17.924,0.038,18.15,0.205,6.3,287832236.0
228.47,287832222,113.956551,-69.528312,35,36,b'073549.57-693141.9',57030.475,0,0,2,0,1,0.487,,,,,,,,,,,,,,,,,18.751,0.049,18.986,0.342,18.473,0.043,18.697,0.415,60.0,
232.43,287831507,114.200531,-69.609546,21,41,b'073648.12-693634.3',57030.4746,0,0,4,0,1,0.905,,,,,,,,,18.139,0.042,17.823,0.184,17.759,0.032,17.813,0.126,17.481,0.02,17.39,0.12,17.359,0.008,17.398,0.117,60.0,
233.09,287831674,114.312074,-69.548561,89,51,b'073714.89-693254.8',57030.475,3,0,2,0,1,0.708,,,,,,,,,,,,,,,,,18.094,0.019,18.09,0.139,17.925,0.027,17.968,0.154,2.6,287831673.0
233.16,287831505,114.238383,-69.602089,30,36,b'073657.21-693607.5',57030.4746,3,0,4,0,1,0.976,,,,,,,,,17.198,0.008,17.199,0.07,16.711,0.022,16.584,0.054,16.464,0.015,16.404,0.053,16.418,0.021,16.396,0.06,5.3,287831504.0
234.23,287831673,114.312915,-69.547899,76,113,b'073715.09-693252.4',57030.4748,2,48,3,0,1,0.67,,,,,,,,,,,,,18.228,0.091,17.703,0.218,17.561,0.051,17.381,0.134,17.209,0.075,17.131,0.13,2.6,287831674.0
234.87,287832238,113.940453,-69.554442,17,36,b'073545.70-693315.9',57030.4746,0,0,4,0,1,0.983,,,,,,,,,16.076,0.006,16.069,0.031,15.292,0.003,15.341,0.016,14.684,0.003,14.732,0.012,14.445,0.003,14.533,0.011,60.0,
236.86,287831503,114.247356,-69.600919,35,36,b'073659.37-693603.2',57032.7363,3,0,8,0,1,0.983,17.972,0.029,18.08,0.246,,,,,16.045,0.007,16.011,0.029,15.65,0.009,15.676,0.02,15.371,0.01,15.386,0.082,15.297,0.004,15.335,0.045,11.7,287831504.0
238.27,287831504,114.240842,-69.603218,48,39,b'073657.82-693611.6',57033.2158,2,0,11,1,1,0.997,16.08,0.085,16.185,0.062,15.679,0.014,15.609,0.086,14.444,0.003,14.466,0.009,14.025,0.006,14.01,0.076,13.71,0.014,13.709,0.067,13.628,0.006,13.645,0.078,5.3,287831505.0
242.47,287832225,113.97314,-69.509733,155,235,b'073553.57-693035.3',57032.8875,2,0,5,0,1,0.595,,,,,,,,,,,,,18.38,0.029,18.69,0.134,17.75,0.105,17.791,0.469,17.577,0.209,17.772,0.176,60.0,
243.56,287832215,113.997151,-69.500127,13,36,b'073559.31-693000.4',57030.4748,0,0,1,0,1,0.488,,,,,,,,,,,,,,,,,18.645,0.035,18.969,0.305,,,,,60.0,
243.62,287832231,113.98534,-69.596595,13,36,b'073556.48-693547.7',57030.4751,0,0,1,0,1,0.471,,,,,,,,,,,,,,,,,,,,,18.712,0.053,18.969,0.295,60.0,
244.21,287831753,114.133546,-69.482531,13,36,b'073632.05-692857.1',57036.5063,0,0,1,0,1,0.363,,,,,,,,,,,,,,,,,17.377,0.081,18.432,0.161,,,,,60.0,
244.61,287832223,113.936597,-69.536311,27,36,b'073544.78-693210.7',57030.4746,0,0,4,0,1,0.974,,,,,,,,,17.59,0.032,17.595,0.131,17.055,0.021,17.241,0.059,16.731,0.018,16.857,0.064,16.515,0.009,16.583,0.062,12.5,287832224.0
248.98,287831672,114.323617,-69.542945,69,36,b'073717.67-693234.6',57030.4748,0,0,3,0,1,0.79,,,,,,,,,,,,,18.013,0.008,18.11,0.174,17.747,0.007,17.751,0.149,17.77,0.016,17.88,0.197,60.0,
249.21,287831680,114.283498,-69.508019,72,56,b'073708.03-693028.8',57030.4746,0,0,4,0,1,0.801,,,,,,,,,18.655,0.035,18.736,0.228,18.365,0.01,18.407,0.235,17.551,0.03,17.452,0.144,17.483,0.016,17.484,0.164,60.0,
250.94,287831770,114.075791,-69.482945,105,348,b'073618.20-692858.5',57036.5063,0,0,3,0,1,0.469,,,,,,,,,,,,,17.499,0.104,18.811,0.165,17.087,0.016,16.934,0.12,16.956,0.034,17.734,0.351,60.0,
253.3,287831679,114.293105,-69.51071,76,40,b'073710.34-693038.5',57030.475,0,0,2,0,1,0.485,,,,,,,,,,,,,,,,,18.738,0.042,19.011,0.336,18.222,0.045,18.379,0.189,60.0,
254.1,287831465,114.32356,-69.566486,32,50,b'073717.65-693359.3',57030.475,0,0,2,0,1,0.9,,,,,,,,,,,,,,,,,17.576,0.019,17.626,0.134,17.138,0.033,17.064,0.088,60.0,
254.41,287831969,114.06864,-69.618017,29,36,b'073616.46-693704.8',57032.4849,0,0,9,1,1,0.983,17.555,0.009,17.609,0.196,17.12,0.052,16.823,0.119,16.138,0.007,16.13,0.036,15.805,0.025,15.824,0.062,15.53,0.002,15.556,0.02,15.421,0.037,15.479,0.174,60.0,
255.67,287831959,114.131057,-69.621328,19,36,b'073631.45-693716.8',57033.2158,2,0,11,1,1,0.984,16.699,0.052,16.93,0.264,16.244,0.006,16.303,0.216,15.154,0.007,15.146,0.014,14.821,0.011,14.84,0.011,14.561,0.022,14.576,0.035,14.468,0.01,14.54,0.053,2.4,287831958.0
256.18,287832224,113.928415,-69.534367,30,40,b'073542.81-693203.7',57030.4746,0,0,4,0,1,0.979,,,,,,,,,17.317,0.006,17.282,0.081,16.906,0.013,16.826,0.065,16.725,0.007,16.802,0.063,16.577,0.012,16.59,0.066,12.5,287832223.0
257.21,287832234,113.937696,-69.577594,38,36,b'073545.05-693439.3',57030.4742,0,0,6,1,1,0.981,17.543,0.019,17.652,0.151,17.32,0.035,17.475,0.156,16.544,0.007,16.594,0.043,16.21,0.003,16.211,0.037,15.984,0.003,16.042,0.031,15.892,0.01,15.91,0.039,60.0,
257.62,287831958,114.130008,-69.621878,13,36,b'073631.20-693718.7',57036.5046,1,0,1,0,1,0.395,17.083,0.08,18.824,0.234,,,,,,,,,,,,,,,,,,,,,2.4,287831959.0
258.46,287832216,113.972433,-69.503017,13,36,b'073553.38-693010.8',57030.4751,0,0,1,0,1,0.492,,,,,,,,,,,,,,,,,,,,,18.263,0.07,18.499,0.247,60.0,
259.37,287832226,113.94669,-69.515351,30,36,b'073547.19-693055.1',57032.4849,0,0,9,1,1,0.983,17.946,0.06,17.497,0.172,17.441,0.031,17.604,0.171,16.415,0.005,16.443,0.034,16.042,0.035,16.069,0.123,15.729,0.019,15.773,0.04,15.66,0.018,15.727,0.06,60.0,
260.13,287831678,114.312389,-69.518514,36,60,b'073714.97-693106.6',57030.4746,0,0,2,0,1,0.474,,,,,,,,,,,,,18.822,0.032,18.925,0.251,18.517,0.045,18.966,0.274,,,,,60.0,
260.33,287831466,114.323488,-69.572978,14,36,b'073717.63-693422.7',57030.4748,0,0,3,0,1,0.962,,,,,,,,,,,,,18.4,0.017,18.495,0.184,17.215,0.018,17.3,0.09,16.752,0.012,16.843,0.076,60.0,
261.96,287831506,114.223049,-69.614887,101,36,b'073653.50-693653.5',57032.4855,0,0,3,0,1,0.597,,,,,,,,,,,,,,,,,18.017,0.026,17.976,0.149,17.719,0.185,17.983,0.12,60.0,
262.48,287831490,114.303362,-69.589295,17,36,b'073712.80-693521.4',57030.4746,0,0,4,0,1,0.967,,,,,,,,,17.641,0.052,17.13,0.104,17.276,0.019,17.421,0.088,16.792,0.011,16.91,0.066,16.688,0.007,16.757,0.073,60.0,
262.88,287832232,113.944965,-69.586402,13,36,b'073546.79-693511.0',57030.4751,3,0,1,0,1,0.526,,,,,,,,,,,,,,,,,,,,,17.853,0.03,17.797,0.144,2.1,287832233.0
263.63,287831993,114.007231,-69.610506,217,234,b'073601.74-693637.8',57036.5065,2,0,2,0,1,0.493,,,,,,,,,,,,,,,,,16.714,0.012,16.535,0.112,16.24,0.008,16.231,0.089,60.0,
264.52,287832250,113.919538,-69.538049,134,37,b'073540.69-693216.9',57030.475,0,0,2,0,1,0.519,,,,,,,,,,,,,,,,,18.41,0.02,18.599,0.225,18.113,0.026,18.274,0.163,60.0,
264.8,287832233,113.943549,-69.586614,480,248,b'073546.42-693511.9',57030.4747,3,0,3,0,2,0.646,,,,,,,,,18.712,0.098,18.288,0.197,,,,,18.138,0.031,18.175,0.139,17.977,0.051,18.131,0.256,2.1,287832232.0
270.04,287831942,114.19275,-69.621724,60,47,b'073646.25-693718.4',57032.7364,0,0,8,0,1,0.977,,,,,17.614,0.021,18.175,0.227,16.728,0.024,16.639,0.047,16.388,0.01,16.319,0.04,16.128,0.017,15.969,0.145,16.087,0.019,16.003,0.075,60.0,
270.52,287831492,114.296197,-69.596723,22,36,b'073711.08-693548.1',57030.4746,0,0,4,0,1,0.979,,,,,,,,,17.061,0.018,16.985,0.056,16.591,0.009,16.571,0.051,16.355,0.014,16.477,0.042,16.261,0.004,16.347,0.046,14.7,287831491.0
272.2,287831970,114.066069,-69.622905,45,36,b'073615.86-693722.4',57033.0597,0,0,7,0,1,0.98,,,,,,,,,16.885,0.006,16.93,0.056,16.514,0.007,16.587,0.105,16.169,0.007,16.277,0.09,16.058,0.024,16.047,0.121,12.2,287831971.0
278.2,287831491,114.294579,-69.600772,34,43,b'073710.70-693602.7',57030.4746,0,0,4,0,1,0.885,,,,,,,,,18.165,0.019,18.068,0.136,17.814,0.014,17.99,0.103,17.576,0.024,17.687,0.108,17.197,0.014,17.226,0.094,14.7,287831492.0
278.71,287831820,114.028664,-69.480945,26,47,b'073606.88-692851.4',57036.5063,0,0,3,0,1,0.873,,,,,,,,,,,,,15.799,0.017,15.916,0.05,15.528,0.019,15.578,0.052,15.519,0.006,15.371,0.056,60.0,
278.95,287832239,113.90812,-69.563303,26,36,b'073537.94-693347.8',57030.4742,0,0,6,1,1,0.986,17.188,0.021,17.163,0.104,16.865,0.021,16.948,0.199,15.926,0.003,15.944,0.025,15.565,0.004,15.598,0.021,15.298,0.005,15.347,0.019,15.194,0.004,15.249,0.021,60.0,
279.47,287831968,114.112773,-69.627802,57,36,b'073627.06-693740.0',57030.4748,0,0,3,0,1,0.908,,,,,,,,,,,,,18.025,0.011,18.193,0.212,17.439,0.01,17.454,0.103,17.152,0.012,17.28,0.092,2.4,287831967.0
279.76,287831486,114.235479,-69.618166,211,123,b'073656.49-693705.4',57031.681,0,0,5,0,1,0.94,,,,,,,,,17.91,0.02,18.086,0.116,17.435,0.024,17.376,0.078,17.273,0.085,17.588,0.413,17.182,0.005,17.345,0.094,60.0,
280.12,287831967,114.114532,-69.628018,13,36,b'073627.48-693740.8',57036.5067,0,0,1,0,1,0.358,,,,,,,,,,,,,,,,,,,,,17.314,0.058,19.05,0.202,2.4,287831968.0
281.79,287831819,114.073,-69.474352,153,338,b'073617.51-692827.6',57036.5063,2,0,3,0,1,0.498,,,,,,,,,,,,,17.194,0.052,17.424,0.144,16.677,0.042,16.967,0.116,16.55,0.02,17.012,0.222,60.0,
283.93,287831971,114.060468,-69.625721,216,96,b'073614.56-693732.6',57034.496,0,0,3,0,1,0.823,,,,,,,,,,,,,,,,,17.22,0.067,17.793,0.213,17.289,0.094,17.579,0.118,12.2,287831970.0
284.41,287831996,113.9807,-69.610677,107,48,b'073555.36-693638.4',57030.475,0,0,2,0,1,0.919,,,,,,,,,,,,,,,,,17.494,0.028,17.341,0.1,17.198,0.033,17.145,0.115,13.9,287831994.0
285.62,287832227,113.929445,-69.511209,45,79,b'073543.05-693040.3',57032.8875,0,0,5,0,1,0.966,,,,,,,,,,,,,17.868,0.018,18.012,0.142,17.033,0.026,17.088,0.061,16.76,0.033,16.907,0.117,11.7,287832229.0
286.07,287831484,114.249092,-69.617374,69,80,b'073659.77-693702.5',57030.4746,0,0,3,0,1,0.659,,,,,,,,,18.749,0.025,18.751,0.263,18.312,0.042,18.196,0.188,,,,,18.133,0.012,18.059,0.201,14.5,287831483.0
288.46,287832240,113.89844,-69.557763,13,36,b'073535.62-693327.9',57030.4751,0,0,1,0,1,0.502,,,,,,,,,,,,,,,,,,,,,18.463,0.038,18.594,0.252,60.0,
288.83,287831483,114.25969,-69.615814,58,64,b'073702.33-693656.9',57033.0597,0,0,7,0,1,0.977,,,,,,,,,17.278,0.01,17.332,0.079,16.846,0.072,16.87,0.071,16.379,0.012,16.404,0.062,16.279,0.016,16.347,0.09,10.6,287831482.0
289.78,287832253,113.909982,-69.52327,13,36,b'073538.39-693123.7',57030.4751,0,0,1,0,1,0.493,,,,,,,,,,,,,,,,,,,,,18.316,0.047,18.499,0.256,60.0,
290.29,287831481,114.277638,-69.61143,63,63,b'073706.63-693641.1',57030.4748,0,0,3,0,1,0.685,,,,,,,,,,,,,18.289,0.017,18.299,0.161,17.99,0.032,18.305,0.198,17.826,0.037,18.174,0.198,60.0,
290.73,287831463,114.343715,-69.578385,15,36,b'073722.49-693442.1',57030.4746,0,0,4,0,1,0.951,,,,,,,,,17.819,0.008,17.824,0.107,17.622,0.032,17.775,0.11,17.179,0.005,17.222,0.095,17.107,0.02,17.213,0.084,60.0,
294.42,287831994,113.981588,-69.61452,85,64,b'073555.57-693652.2',57030.4746,0,0,4,0,1,0.903,,,,,,,,,18.392,0.051,18.184,0.183,17.687,0.026,17.627,0.103,17.446,0.031,17.249,0.114,17.283,0.034,17.597,0.115,13.9,287831996.0
294.86,287832229,113.920234,-69.511735,13,36,b'073540.85-693042.2',57030.4751,0,0,1,0,1,0.48,,,,,,,,,,,,,,,,,,,,,18.29,0.093,17.931,0.182,11.7,287832227.0
295.46,287832244,113.910326,-69.582303,13,36,b'073538.47-693456.2',57030.4751,0,0,1,0,1,0.365,,,,,,,,,,,,,,,,,,,,,18.438,0.049,18.89,0.191,9.4,287832243.0
295.47,287831689,114.253913,-69.481344,168,66,b'073700.95-692852.8',57036.5063,2,0,3,0,1,0.465,,,,,,,,,,,,,17.296,0.079,17.52,0.155,16.974,0.052,17.365,0.172,16.733,0.008,16.432,0.118,60.0,
296.44,287832243,113.912593,-69.58478,35,62,b'073539.02-693505.2',57030.4746,0,0,4,0,1,0.9,,,,,,,,,18.149,0.023,17.966,0.127,17.725,0.021,17.598,0.11,17.602,0.017,17.745,0.126,17.316,0.017,17.428,0.115,9.4,287832244.0
297.48,287831487,114.22865,-69.624937,43,36,b'073654.87-693729.7',57031.6811,0,0,5,0,1,0.965,,,,,,,,,18.267,0.038,18.275,0.196,17.571,0.027,17.766,0.116,17.009,0.009,16.997,0.079,16.87,0.009,16.842,0.072,60.0,
299.11,287831482,114.26286,-69.618528,35,36,b'073703.08-693706.7',57030.475,0,0,2,0,1,0.528,,,,,,,,,,,,,,,,,18.461,0.025,18.509,0.28,17.912,0.023,18.101,0.145,10.6,287831483.0
299.5,287831464,114.364751,-69.553892,24,36,b'073727.53-693314.0',57030.4746,0,0,4,0,1,0.982,,,,,,,,,16.57,0.003,16.61,0.045,15.979,0.005,16.011,0.031,15.574,0.004,15.62,0.023,15.447,0.006,15.534,0.025,60.0,
300.57,287831686,114.302106,-69.493663,32,36,b'073712.50-692937.2',57030.4746,0,0,4,0,1,0.982,,,,,,,,,16.988,0.013,17.117,0.063,16.422,0.01,16.38,0.046,15.922,0.004,15.971,0.031,15.715,0.007,15.778,0.03,60.0,
300.96,287832251,113.887703,-69.547498,20,36,b'073533.05-693251.0',57030.475,0,0,2,0,1,0.586,,,,,,,,,,,,,,,,,17.771,0.046,17.551,0.129,17.67,0.048,18.273,0.335,60.0,
305.63,287831671,114.340812,-69.510228,13,36,b'073721.79-693036.8',57030.4751,0,0,1,0,1,0.471,,,,,,,,,,,,,,,,,,,,,18.486,0.064,18.469,0.249,60.0,
305.78,287832228,113.906547,-69.514526,19,36,b'073537.57-693052.2',57033.2158,0,0,11,1,1,1.0,14.618,0.006,14.593,0.013,14.178,0.011,14.177,0.027,12.285,0.003,12.304,0.003,11.71,0.008,11.702,0.033,11.264,0.016,11.254,0.053,11.106,0.008,11.087,0.047,60.0,
306.13,287832007,113.937443,-69.603838,162,36,b'073544.98-693613.8',57030.475,0,0,2,0,1,0.604,,,,,,,,,,,,,,,,,18.046,0.047,17.902,0.18,18.053,0.056,18.251,0.238,7.9,287832008.0
308.27,287831995,113.969113,-69.615943,42,177,b'073552.59-693657.1',57033.0597,2,0,7,0,1,0.98,,,,,,,,,18.025,0.027,18.057,0.138,17.021,0.036,17.045,0.141,16.452,0.004,16.531,0.106,16.176,0.018,16.29,0.131,60.0,
308.38,287831954,114.132582,-69.635964,18,58,b'073631.81-693809.4',57030.475,0,0,2,0,1,0.616,,,,,,,,,,,,,,,,,18.128,0.014,18.231,0.168,18.049,0.027,18.369,0.254,60.0,
308.38,287831489,114.337603,-69.594212,35,36,b'073721.02-693539.1',57030.475,0,0,2,0,1,0.549,,,,,,,,,,,,,,,,,18.606,0.051,18.911,0.215,17.984,0.03,18.152,0.177,5.5,287831488.0
309.96,287832248,113.882293,-69.561155,41,36,b'073531.75-693340.1',57030.4746,0,0,4,0,1,0.975,,,,,,,,,17.452,0.013,17.539,0.087,16.955,0.01,17.013,0.092,16.596,0.016,16.605,0.049,16.472,0.016,16.485,0.058,60.0,
310.49,287832242,113.91352,-69.593862,16,36,b'073539.24-693537.8',57033.2158,0,0,11,1,1,0.996,13.165,0.007,13.167,0.016,12.843,0.002,12.852,0.016,11.494,0.003,11.503,0.003,11.138,0.012,11.119,0.035,10.922,0.004,10.9,0.058,10.908,0.002,10.886,0.052,60.0,
311.44,287831461,114.374443,-69.550329,30,36,b'073729.86-693301.1',57030.4746,0,0,4,0,1,0.98,,,,,,,,,17.119,0.013,17.225,0.058,16.655,0.011,16.607,0.054,16.329,0.007,16.453,0.047,16.19,0.015,16.162,0.046,60.0,
312.47,287832246,113.886412,-69.57236,13,36,b'073532.73-693420.4',57030.4742,0,0,6,1,1,0.985,15.794,0.005,15.858,0.049,15.349,0.009,15.352,0.045,14.427,0.003,14.457,0.009,14.108,0.003,14.128,0.008,13.868,0.003,13.905,0.007,13.809,0.003,13.865,0.007,60.0,
312.68,287832008,113.935616,-69.605933,28,36,b'073544.56-693621.3',57032.4849,0,0,9,1,1,0.984,17.182,0.018,17.41,0.179,16.846,0.016,17.029,0.148,15.609,0.003,15.628,0.02,15.201,0.007,15.23,0.054,14.824,0.022,14.875,0.048,14.738,0.011,14.742,0.124,7.9,287832007.0
313.42,287831488,114.340126,-69.595466,15,79,b'073721.63-693543.6',57030.475,0,0,2,0,1,0.509,,,,,,,,,,,,,,,,,18.5,0.048,18.483,0.208,18.12,0.031,18.413,0.224,5.5,287831489.0
314.18,287831485,114.255945,-69.625083,20,36,b'073701.40-693730.2',57032.4849,0,0,9,1,1,0.981,17.586,0.029,17.765,0.206,16.99,0.024,17.064,0.244,16.269,0.004,16.283,0.035,16.039,0.011,16.119,0.064,15.823,0.008,15.869,0.056,15.811,0.05,15.845,0.063,60.0,
315.06,287831693,114.189955,-69.465645,88,62,b'073645.59-692756.2',57036.5063,0,0,3,0,1,0.746,,,,,,,,,,,,,16.257,0.056,16.558,0.095,15.755,0.012,15.595,0.05,15.711,0.004,15.786,0.063,12.2,287831692.0
315.9,287832241,113.928856,-69.604434,85,190,b'073542.88-693616.0',57033.0597,3,0,7,0,1,0.971,,,,,,,,,17.602,0.026,17.578,0.107,17.102,0.03,17.396,0.085,16.714,0.037,16.771,0.055,16.434,0.006,16.244,0.266,10.3,287832008.0
317.2,287832247,113.880054,-69.568665,13,36,b'073531.21-693407.1',57030.4751,0,0,1,0,1,0.363,,,,,,,,,,,,,,,,,,,,,18.356,0.101,18.121,0.19,60.0,
318.22,287831990,114.041111,-69.633512,13,36,b'073609.86-693800.6',57036.5067,0,0,1,0,1,0.445,,,,,,,,,,,,,,,,,,,,,16.742,0.023,16.542,0.122,60.0,
319.3,287832254,113.881798,-69.527309,22,36,b'073531.63-693138.3',57030.475,0,0,2,0,1,0.769,,,,,,,,,,,,,,,,,18.063,0.044,17.942,0.167,17.333,0.01,17.491,0.093,60.0,
320.27,287831670,114.344871,-69.504513,101,44,b'073722.76-693016.2',57030.4748,0,0,3,0,1,0.707,,,,,,,,,,,,,18.192,0.009,18.241,0.189,17.809,0.023,17.886,0.147,17.705,0.022,17.825,0.186,60.0,
321.97,287831669,114.35341,-69.508856,34,36,b'073724.80-693031.8',57033.2158,2,0,11,1,1,0.985,16.638,0.014,16.754,0.124,16.192,0.016,16.321,0.21,15.174,0.003,15.2,0.015,14.834,0.003,14.878,0.031,14.579,0.003,14.615,0.038,14.553,0.029,14.586,0.018,60.0,
322.67,287831992,114.005081,-69.629262,26,36,b'073601.22-693745.3',57036.5058,0,0,5,0,1,0.982,15.614,0.021,15.694,0.065,15.146,0.014,15.332,0.075,,,,,13.891,0.005,13.862,0.011,13.606,0.004,13.573,0.01,13.573,0.003,13.522,0.01,60.0,
323.35,287831476,114.31758,-69.610646,13,36,b'073716.21-693638.3',57030.4748,0,0,1,0,1,0.519,,,,,,,,,,,,,,,,,18.246,0.026,18.454,0.18,,,,,12.5,287831475.0
