objName,objID,raMean,decMean,raMeanErr,decMeanErr,nDetections,randomID,projectionID,skyCellID,objInfoFlag,qualityFlag,raStack,decStack,raStackErr,decStackErr,epochMean,nStackDetections,ng,nr,ni,nz,ny,gQfPerfect,gMeanPSFMag,gMeanPSFMagErr,gMeanKronMag,gMeanKronMagErr,gMeanApMag,gMeanApMagErr,gFlags,rQfPerfect,rMeanPSFMag,rMeanPSFMagErr,rMeanKronMag,rMeanKronMagErr,rMeanApMag,rMeanApMagErr,rFlags,iQfPerfect,iMeanPSFMag,iMeanPSFMagErr,iMeanKronMag,iMeanKronMagErr,iMeanApMag,iMeanApMagErr,iFlags,zQfPerfect,zMeanPSFMag,zMeanPSFMagErr,zMeanKronMag,zMeanKronMagErr,zMeanApMag,zMeanApMagErr,zFlags,yQfPerfect,yMeanPSFMag,yMeanPSFMagErr,yMeanKronMag,yMeanKronMagErr,yMeanApMag,yMeanApMagErr,yFlags,Ang Sep (')
b'PSO J023646.611+145745.256',b'125950391942115633',39.1942458333,14.9625333333,0.065,0.065,2,0.887177549198,1600,79,268513280,32,b'',b'',,,56233.3333796,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.999,22.087,0.119,20.508,0.065,21.333,0.0,24,,,,,,,,0,,,,,,,,0,1.618
b'PSO J023637.404+145909.973',b'125980391558903938',39.1558875,14.9860638889,0.119,0.119,2,0.0231809271715,1600,79,310456320,37,b'',b'',,,56075.4284607,0,1,1,0,0,0,0.034,21.431,0.164,20.841,0.203,20.73,0.164,16777752,0.000281,21.813,0.172,20.377,0.136,20.849,0.172,16777752,,,,,,,,0,,,,,,,,0,,,,,,,,0,1.624
b'PSO J023638.426+145823.132',b'125960391601248274',39.160125,14.9730694444,0.018,0.02,45,0.442678610275,1600,79,436527104,52,b'02 36 38.426',b'+14 58 23.13',0.001,0.001,56230.0845718,5,0,7,22,13,3,,,,,,,,114720,1.0,21.666,0.084,21.283,0.068,21.25,0.06,16892216,0.999,20.951,0.03,20.638,0.054,20.631,0.035,115000,0.999,20.697,0.055,20.405,0.085,20.411,0.055,115000,0.999,20.272,0.079,20.084,0.157,20.098,0.021,115000,1.628
b'PSO J023649.917+145824.600',b'125960392080798735',39.2079916667,14.9735,0.153,0.153,2,0.551073038532,1600,79,268959744,32,b'',b'',,,56358.5322801,0,0,0,1,0,1,,,,,,,,0,,,,,,,,0,0.632,21.621,0.202,,,22.577,0.202,4120,,,,,,,,0,0.671,20.614,0.232,,,21.589,0.232,4120,1.633
b'PSO J023645.917+145740.787',b'125950391913904205',39.1913541667,14.9612916667,0.071,0.071,2,0.241376719662,1600,79,310456320,37,b'',b'',,,56233.3344792,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.999,21.877,0.211,19.879,0.0,20.897,0.278,16777496,,,,,,,,0,,,,,,,,0,1.635
b'PSO J023646.087+150049.427',b'126010391920717104',39.1920291667,15.0137305556,0.182,0.182,2,0.676704838571,1600,79,268959744,32,b'',b'',,,55477.5960648,0,0,2,0,0,0,,,,,,,,0,0.0,21.59,0.21,,,21.44,0.205,4120,,,,,,,,0,,,,,,,,0,,,,,,,,0,1.64
b'PSO J023645.756+150050.799',b'126010391905727475',39.19065,15.0141111111,0.136,0.136,2,0.162465833279,1600,79,268959744,32,b'',b'',,,56233.3317824,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.618,21.336,0.042,,,22.057,0.05,4120,,,,,,,,0,,,,,,,,0,1.641
b'PSO J023638.853+145812.439',b'125960391617684442',39.1619208333,14.9700833333,0.018,0.018,2,0.483498420085,1600,79,268513280,32,b'',b'',,,56932.4208565,0,0,0,1,1,0,,,,,,,,0,,,,,,,,0,0.999,18.354,0.009,19.087,0.023,18.989,0.009,24,0.701,20.888,0.215,,,21.858,0.215,4120,,,,,,,,0,1.649
b'PSO J023648.979+150024.946',b'126000392041898751',39.2040833333,15.0069305556,0.176,0.176,2,0.200564138778,1600,79,268959744,32,b'',b'',,,56375.2204745,0,0,0,1,1,0,,,,,,,,0,,,,,,,,0,0.615,20.915,0.228,,,20.455,0.228,4120,0.584,21.148,0.274,,,24.839,0.274,4120,,,,,,,,0,1.65
b'PSO J023637.415+145852.151',b'125970391559937940',39.1559541667,14.9811527778,0.124,0.124,2,0.705150917829,1600,79,436285440,52,b'02 36 37.415',b'+14 58 52.15',0.001,0.001,56494.2770023,4,0,1,1,0,0,,,,,,,,114720,0.999,22.336,0.19,22.394,0.302,22.298,0.19,115000,0.999,21.797,0.162,21.466,0.236,21.341,0.162,16892216,,,,,,,,114720,,,,,,,,16416,1.663
b'PSO J023640.845+150043.043',b'126010391701914868',39.1702125,15.01195,0.077,0.077,5,0.643598566431,1600,79,436363264,52,b'02 36 40.845',b'+15 00 43.04',0.001,0.001,56289.4053125,4,0,1,3,1,0,,,,,,,,114720,0.999,22.324,0.194,,,22.67,0.194,115000,0.999,21.749,0.044,21.702,0.161,21.625,0.183,115000,0.998,21.309,0.155,21.173,0.24,21.063,0.155,115000,,,,,,,,16416,1.663
b'PSO J023644.777+145735.948',b'125950391865722450',39.1866041667,14.9599472222,0.013,0.013,2,0.800103153847,1600,79,310456320,37,b'',b'',,,55935.2053588,0,0,0,0,0,2,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.974,16.044,0.485,,,15.076,0.357,16777496,1.665
b'PSO J023650.934+145933.475',b'125990392122571740',39.2122583333,14.9925916667,0.118,0.118,2,0.481912279019,1600,79,302067712,36,b'',b'',,,55897.258669,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.999,21.684,0.029,22.065,0.09,22.313,0.59,280,,,,,,,,0,,,,,,,,0,1.673
b'PSO J023639.323+145802.617',b'125960391638831404',39.1638833333,14.9673555556,0.027,0.026,31,0.0472462261536,1600,79,436527104,52,b'02 36 39.325',b'+14 58 02.51',0.001,0.001,56247.5417477,4,0,0,17,9,5,,,,,,,,16416,,,,,,,,114720,0.999,21.316,0.054,21.149,0.078,21.087,0.061,115000,0.999,20.88,0.017,20.515,0.084,20.5,0.051,16892216,0.999,20.242,0.095,19.984,0.132,19.955,0.13,115000,1.677
b'PSO J023646.509+145740.427',b'125950391938514121',39.193825,14.9611916667,0.047,0.047,2,0.819459407422,1600,79,276901888,33,b'',b'',,,56233.3347569,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.998,21.625,0.0,20.636,0.182,20.818,0.0,16777240,,,,,,,,0,,,,,,,,0,1.684
b'PSO J023646.808+145742.084',b'125950391951224318',39.1950666667,14.9616527778,0.095,0.095,2,0.333088495147,1600,79,310456320,37,b'',b'',,,56233.3391782,0,0,0,1,0,1,,,,,,,,0,,,,,,,,0,0.998,22.124,0.094,21.692,0.129,21.478,0.094,16777496,,,,,,,,0,,,,14.814,0.004,,,24,1.685
b'PSO J023646.770+145741.125',b'125950391948144193',39.1949083333,14.9613833333,0.018,0.018,3,0.224868804426,1600,79,310456320,37,b'',b'',,,55935.204838,0,0,0,0,0,3,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.954,18.354,0.0,14.323,0.123,17.418,0.0,16777496,1.696
b'PSO J023645.688+145735.519',b'125950391904902235',39.1904041667,14.9598305556,0.05,0.05,2,0.634608200411,1600,79,310456320,37,b'',b'',,,56233.3338079,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.998,21.719,0.177,20.885,0.187,21.135,0.03,16777496,,,,,,,,0,,,,,,,,0,1.707
b'PSO J023638.474+145813.770',b'125960391604255176',39.1603083333,14.9704916667,0.17,0.17,2,0.690273458781,1600,79,268959744,32,b'',b'',,,55577.9622685,0,0,0,0,1,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.793,21.048,0.224,,,21.45,0.224,4120,0.789,20.395,0.258,,,21.885,0.258,4120,1.707
b'PSO J023646.264+150053.030',b'126010391928518127',39.1927708333,15.0147305556,0.168,0.168,2,0.0419399571064,1600,79,268959744,32,b'',b'',,,55973.2153009,0,2,0,0,0,0,0.562,21.308,0.264,,,21.417,0.095,4120,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,1.71
b'PSO J023639.016+150026.640',b'126000391626459429',39.1626083333,15.0073666667,0.084,0.056,9,0.241675697492,1600,79,444915712,53,b'02 36 39.022',b'+15 00 26.59',0.001,0.001,56415.7680787,3,0,0,6,3,0,,,,,,,,16416,,,,,,,,16416,0.999,21.646,0.066,21.078,0.107,21.19,0.049,115000,0.997,21.368,0.233,20.979,0.195,20.997,0.271,16892216,,,,,,,,114720,1.712
b'PSO J023646.032+145735.557',b'125950391918312303',39.1918375,14.9598388889,0.033,0.033,2,0.123716608736,1600,79,310456320,37,b'',b'',,,56010.1056597,0,0,0,1,0,1,,,,,,,,0,,,,,,,,0,0.999,21.716,0.065,20.713,0.066,20.695,0.065,16777496,,,,,,,,0,0.998,19.568,0.036,16.886,0.015,18.36,0.036,16777496,1.727
b'PSO J023646.921+145739.248',b'125950391955063586',39.1955083333,14.9609027778,,,2,0.92249014687,1600,79,268959744,32,b'',b'',,,,0,0,0,0,0,2,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,24,1.736
b'PSO J023646.184+150055.318',b'126010391924158894',39.1924333333,15.0153666667,0.145,0.145,2,0.620727865603,1600,79,268959744,32,b'',b'',,,56040.0348032,0,0,1,1,0,0,,,,,,,,0,0.0,21.865,0.287,,,21.423,0.287,4120,0.662,21.422,0.168,,,22.177,0.168,4120,,,,,,,,0,,,,,,,,0,1.74
b'PSO J023646.835+145738.454',b'125950391951593233',39.1951833333,14.9606416667,0.03,0.03,3,0.68178888567,1600,79,302067712,36,b'',b'',,,55965.9918171,0,0,0,1,0,2,,,,,,,,0,,,,,,,,0,0.852,22.092,0.092,21.402,0.134,21.942,0.092,280,,,,,,,,0,0.932,19.12,0.028,14.415,0.004,18.335,0.028,16777496,1.743
b'PSO J023651.131+145847.901',b'125970392130586457',39.2130833333,14.9799388889,0.046,0.037,19,0.556389864121,1600,79,436527104,52,b'02 36 51.132',b'+14 58 47.83',0.001,0.001,56116.966956,3,0,0,10,8,1,,,,,,,,16416,,,,,,,,16416,0.999,21.657,0.065,21.871,0.126,21.94,0.113,115000,0.999,20.792,0.058,20.795,0.089,20.829,0.122,115000,0.997,20.379,0.166,,,20.503,0.166,115000,1.754
b'PSO J023645.378+145730.827',b'125950391890810597',39.1891125,14.958525,0.049,0.049,2,0.810533325943,1600,79,310456320,37,b'',b'',,,56233.3341667,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.998,21.71,0.178,20.747,0.02,21.152,0.072,16777496,,,,,,,,0,,,,,,,,0,1.769
b'PSO J023646.282+150057.377',b'126010391928249513',39.1928458333,15.0159388889,0.111,0.111,2,0.97694674784,1600,79,277348352,33,b'',b'',,,55477.5723264,0,2,0,0,0,0,0.0,20.821,0.03,,,20.075,0.15,16781336,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,1.78
b'PSO J023638.761+145801.868',b'125960391615081128',39.1615416667,14.96715,0.016,0.016,43,0.123267967369,1600,79,436527104,52,b'02 36 38.761',b'+14 58 01.81',0.001,0.001,56243.0894213,4,0,2,17,13,11,,,,,,,,16416,0.998,22.045,0.142,21.977,0.104,22.001,0.012,115000,0.999,20.816,0.028,20.953,0.039,20.893,0.042,115000,0.999,20.156,0.029,20.188,0.076,20.144,0.051,115000,0.998,19.871,0.065,19.946,0.064,19.968,0.039,115000,1.782
b'PSO J023646.887+145735.915',b'125950391955252344',39.1953958333,14.9599388889,0.06,0.06,2,0.49817327177,1600,79,1350643712,161,b'02 36 46.911',b'+14 57 35.59',0.001,0.001,56233.3391782,1,0,0,1,0,1,,,,,,,,16416,,,,,,,,16416,0.985,21.597,0.058,21.075,0.069,20.98,0.058,16793656,,,,,,,,16416,,,,16.475,0.01,,,114744,1.787
b'PSO J023646.220+150058.519',b'126010391926639953',39.1925875,15.0162555556,0.139,0.139,2,0.551681886941,1600,79,277348352,33,b'',b'',,,55477.5969213,0,0,2,0,0,0,,,,,,,,0,0.0,21.272,0.246,,,20.577,0.122,16781336,,,,,,,,0,,,,,,,,0,,,,,,,,0,1.794
b'PSO J023646.996+145736.113',b'125950391958142519',39.19585,14.9599916667,0.027,0.027,2,0.236402219382,1600,79,310456320,37,b'',b'',,,55935.2002431,0,0,0,0,0,2,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.962,18.228,0.022,13.809,0.004,17.525,0.022,16777496,1.794
b'PSO J023650.920+145830.270',b'125970392120240537',39.2121666667,14.975075,0.152,0.152,2,0.724079208192,1600,79,268959744,32,b'',b'',,,56278.2749884,0,0,0,0,2,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.69,21.305,0.223,,,21.628,0.588,4120,,,,,,,,0,1.803
b'PSO J023646.187+150059.494',b'126020391925880290',39.1924833333,15.0164916667,0.084,0.077,9,0.846732640496,1600,79,436527104,52,b'02 36 46.182',b'+15 00 59.50',0.001,0.001,56220.2866782,4,0,2,6,1,0,,,,,,,,16416,0.999,22.034,0.182,21.245,0.132,21.547,0.061,115000,0.999,21.779,0.079,21.472,0.127,21.337,0.16,115000,0.999,21.12,0.2,20.766,0.271,20.862,0.2,114992,,,,,,,,114720,1.806
b'PSO J023646.361+145731.895',b'125950391932030935',39.1932041667,14.9588222222,0.059,0.059,2,0.0767224878787,1600,79,310456320,37,b'',b'',,,56233.3343056,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.999,21.869,0.074,20.483,0.057,20.973,0.074,16777496,,,,,,,,0,,,,,,,,0,1.807
b'PSO J023651.145+145836.130',b'125970392130502720',39.2131041667,14.9767027778,0.128,0.128,2,0.622079216523,1600,79,268959744,32,b'',b'',,,56242.3137153,0,1,0,1,0,0,0.497,19.99,0.153,,,20.267,0.153,4112,,,,,,,,0,0.561,21.652,0.23,,,22.292,0.23,4120,,,,,,,,0,,,,,,,,0,1.815
b'PSO J023636.608+145916.895',b'125980391525556154',39.1525333333,14.9880277778,0.201,0.201,2,0.482880246344,1600,79,268959744,32,b'',b'',,,55885.9739931,0,1,0,1,0,0,0.481,20.674,0.276,,,21.512,0.276,4112,,,,,,,,0,0.459,22.074,0.291,,,22.234,0.291,4112,,,,,,,,0,,,,,,,,0,1.816
b'PSO J023646.577+145731.958',b'125950391940971134',39.1941083333,14.9588388889,0.033,0.033,2,0.0212764162768,1600,79,310456320,37,b'',b'',,,55980.6948264,0,0,0,1,0,1,,,,,,,,0,,,,,,,,0,0.983,21.96,0.083,21.267,0.09,21.23,0.083,16777496,,,,,,,,0,0.998,18.738,0.032,15.378,0.008,17.854,0.032,16777496,1.823
b'PSO J023647.116+145734.970',b'125950391963632204',39.1963541667,14.9596777778,0.115,0.115,2,0.18283042515,1600,79,310456320,37,b'',b'',,,56233.3270255,0,0,0,1,0,1,,,,,,,,0,,,,,,,,0,0.993,22.238,0.114,22.538,0.214,21.81,0.114,16777496,,,,,,,,0,,,,,,,,24,1.823
b'PSO J023647.105+145734.571',b'125950391961951998',39.196275,14.9596027778,0.607,0.607,2,0.405171563295,1600,79,277348352,33,b'',b'',,,55935.2125232,0,0,0,0,0,2,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.791,21.778,,14.429,0.306,18.184,0.607,16781336,1.825
b'PSO J023647.002+145734.092',b'125950391959261842',39.195875,14.9594333333,0.067,0.067,2,0.517493902256,1600,79,310456320,37,b'',b'',,,56233.3391782,0,0,0,1,0,1,,,,,,,,0,,,,,,,,0,0.959,21.561,0.066,21.214,0.064,21.043,0.066,16777496,,,,,,,,0,,,,15.646,0.009,,,24,1.826
b'PSO J023643.008+145726.878',b'125940391790799584',39.1792,14.9574666667,0.167,0.167,2,0.241560836548,1600,79,268959744,32,b'',b'',,,56325.4116435,0,0,0,0,1,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.49,21.107,0.28,,,21.402,0.28,4120,0.552,20.399,0.207,,,20.789,0.207,4120,1.826
b'PSO J023646.338+150100.855',b'126020391930000809',39.193075,15.0169055556,0.161,0.161,2,0.908028819513,1600,79,268959744,32,b'',b'',,,55935.2068403,0,0,0,0,0,2,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.527,19.783,0.285,,,21.476,0.0,4120,1.839
b'PSO J023646.286+145729.021',b'125950391927940241',39.1928958333,14.958025,0.059,0.059,2,0.939367419052,1600,79,302067712,36,b'',b'',,,56233.335463,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.945,22.267,0.107,20.364,0.072,21.514,0.107,16777496,,,,,,,,0,,,,,,,,0,1.848
b'PSO J023649.878+145801.918',b'125960392076681213',39.2078583333,14.9671611111,0.206,0.206,2,0.019659857284,1600,79,302067712,36,b'',b'',,,55961.2371644,0,0,0,0,2,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.862,20.796,0.205,20.681,0.222,20.562,0.205,280,,,,,,,,0,1.852
b'PSO J023645.843+145726.478',b'125940391910729294',39.19105,14.9573166667,0.041,0.041,2,0.765335128424,1600,79,310456320,37,b'',b'',,,56020.3270718,0,0,0,1,0,1,,,,,,,,0,,,,,,,,0,0.998,21.879,0.075,20.892,0.079,21.003,0.075,16777496,,,,,,,,0,0.998,19.588,0.046,,,,,280,1.862
b'PSO J023645.969+145725.906',b'125940391915219198',39.191575,14.9571583333,0.053,0.053,2,0.600636439026,1600,79,310456320,37,b'',b'',,,56233.3336111,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.999,21.846,0.105,20.774,0.177,21.218,0.097,16777496,,,,,,,,0,,,,,,,,0,1.878
b'PSO J023647.225+145731.191',b'125950391968030918',39.1968041667,14.958625,0.026,0.026,2,0.529570104116,1600,79,310456320,37,b'',b'',,,55935.2053935,0,0,0,0,0,2,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.903,18.923,0.037,15.443,0.009,18.068,0.037,16777496,1.891
b'PSO J023651.216+150003.654',b'126000392134681524',39.2134041667,15.0010138889,0.201,0.201,2,0.267199305135,1600,79,268959744,32,b'',b'',,,55978.5360417,0,0,0,1,1,0,,,,,,,,0,,,,,,,,0,0.717,21.455,0.258,,,21.781,0.258,4120,0.579,21.299,0.32,,,23.574,0.32,4120,,,,,,,,0,1.892
b'PSO J023647.161+145730.497',b'125950391965090679',39.1966208333,14.9584361111,0.017,0.017,4,0.889933963204,1600,79,310452224,37,b'',b'',,,55962.6448264,0,0,0,2,1,1,,,,,,,,0,,,,,,,,0,0.932,22.123,0.18,20.799,0.137,21.365,0.21,16777496,0.999,18.095,0.015,18.87,0.041,18.754,0.015,24,0.884,18.213,0.028,14.932,0.006,17.972,0.028,16777496,1.898
b'PSO J023647.323+145731.181',b'125950391970861085',39.1972125,14.958625,0.095,0.095,2,0.682555645409,1600,79,268513280,32,b'',b'',,,56233.3391782,0,0,0,1,0,1,,,,,,,,0,,,,,,,,0,0.951,21.736,0.094,,,22.123,0.094,24,,,,,,,,0,,,,15.471,0.008,,,24,1.901
b'PSO J023647.276+145729.871',b'125950391969890444',39.1970208333,14.9582583333,0.028,0.028,2,0.998214347286,1600,79,310456320,37,b'',b'',,,55935.2002431,0,0,0,0,0,2,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.982,18.211,0.024,17.192,0.018,17.523,0.024,16777496,1.916
b'PSO J023646.754+150104.661',b'126020391947812052',39.1948083333,15.0179611111,0.158,0.158,2,0.189716329975,1600,79,268959744,32,b'',b'',,,55935.2062037,0,0,0,0,0,2,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.65,20.008,0.29,,,20.624,0.087,4120,1.931
b'PSO J023642.365+150109.681',b'126020391765523712',39.1765583333,15.0193222222,0.088,0.088,4,0.803785336021,1600,79,436363264,52,b'02 36 42.369',b'+15 01 09.59',0.001,0.001,56373.7292708,3,0,0,2,2,0,,,,,,,,16416,,,,,,,,114720,0.999,21.784,0.000715,21.879,0.124,21.832,0.209,115000,0.998,21.191,0.037,20.722,0.01,20.712,0.046,16892216,,,,,,,,16416,1.952
b'PSO J023645.361+145719.366',b'125940391890066947',39.1890416667,14.9553416667,0.102,0.102,2,0.896142673582,1600,79,1375809536,164,b'02 36 45.380',b'+14 57 19.02',0.001,0.001,56233.3270255,1,0,0,2,0,0,,,,,,,,16416,,,,,,,,16416,0.999,22.189,0.101,21.187,0.107,22.005,0.101,16696,,,,,,,,16416,,,,,,,,114720,1.956
b'PSO J023645.449+145718.777',b'125940391895636952',39.1894166667,14.9551666667,0.016,0.016,2,0.0551945083357,1600,79,302067712,36,b'',b'',,,56589.5243287,0,1,0,1,0,0,0.999,17.86,0.007,18.699,0.021,18.667,0.007,24,,,,,,,,0,0.998,22.076,0.098,20.508,0.067,20.96,0.098,16777496,,,,,,,,0,,,,,,,,0,1.97
b'PSO J023635.967+145909.917',b'125980391497863816',39.1499,14.9860527778,0.02,0.02,2,0.895998068988,1600,79,302067712,36,b'',b'',,,55585.2623148,0,1,0,0,1,0,0.603,20.461,0.191,,,21.002,0.191,4112,,,,,,,,0,,,,,,,,0,0.998,17.622,0.013,17.711,0.021,17.612,0.013,280,,,,,,,,0,1.971
b'PSO J023646.237+150109.571',b'126020391926553667',39.1926958333,15.0192916667,0.024,0.022,35,0.318011005705,1600,79,436527104,52,b'02 36 46.236',b'+15 01 09.47',0.001,0.001,56263.8289583,3,0,0,15,10,10,,,,,,,,16416,,,,,,,,16416,0.999,21.23,0.04,21.336,0.065,21.308,0.076,115000,0.999,20.465,0.058,20.585,0.111,20.554,0.072,115000,0.999,19.93,0.028,19.87,0.147,19.862,0.051,115000,1.971
b'PSO J023652.224+145859.895',b'125980392175780458',39.2176333333,14.9832666667,0.039,0.037,17,0.868521008518,1600,79,436527104,52,b'02 36 52.222',b'+14 58 59.74',0.001,0.001,56212.6124537,4,0,0,8,7,2,,,,,,,,16416,,,,,,,,114720,0.999,21.496,0.042,21.475,0.129,21.488,0.083,115000,0.999,20.875,0.092,20.7,0.139,20.765,0.141,115000,0.999,20.448,0.095,20.216,0.195,20.039,0.166,115000,1.974
b'PSO J023643.222+145717.154',b'125940391800146324',39.1800916667,14.9547638889,0.069,0.069,2,0.639525770805,1600,79,277348352,33,b'',b'',,,56240.4405208,0,1,0,1,0,0,0.0,19.208,0.092,,,18.747,0.092,16781328,,,,,,,,0,0.0,21.441,0.101,,,20.953,0.101,16781336,,,,,,,,0,,,,,,,,0,1.98
b'PSO J023652.331+145907.202',b'125980392180552919',39.218075,14.9853194444,0.008,0.006,54,0.667874591116,1600,79,444915712,53,b'02 36 52.332',b'+14 59 07.20',0.001,0.001,56087.302963,5,10,7,18,9,10,1.0,20.354,0.026,20.275,0.034,20.216,0.032,16892216,0.999,19.634,0.041,19.35,0.019,19.35,0.022,16892216,1.0,19.147,0.018,18.84,0.02,18.799,0.016,16892216,0.999,18.985,0.018,18.573,0.025,18.574,0.012,16892216,0.999,18.789,0.033,18.326,0.037,18.329,0.037,16892216,1.987
b'PSO J023635.941+145932.913',b'125990391497501479',39.1497708333,14.9924166667,0.061,0.079,13,0.44939092216,1600,79,436527104,52,b'02 36 35.941',b'+14 59 32.91',0.001,0.001,56337.3480093,5,0,1,7,5,0,,,,,,,,114720,0.999,22.474,0.199,,,22.158,0.199,115000,0.999,21.723,0.1,21.693,0.098,21.422,0.114,115000,0.999,21.191,0.047,,,22.403,0.761,115000,,,,,,,,114720,1.998
b'PSO J023647.528+145725.984',b'125940391979579122',39.1980666667,14.9571805556,0.22,0.22,2,0.183361192405,1600,79,302067712,36,b'',b'',,,56233.3391782,0,0,0,1,0,1,,,,,,,,0,,,,,,,,0,0.997,22.638,0.219,21.023,0.145,22.033,0.219,16777496,,,,,,,,0,0.587,16.977,0.014,,,17.279,0.014,4120,2.0
b'PSO J023645.256+145716.292',b'125940391885585916',39.1886041667,14.9544722222,0.022,0.022,3,0.423252166643,1600,79,268509184,32,b'',b'',,,55935.2053472,0,0,0,0,0,3,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.999,18.989,0.075,19.237,0.176,19.081,0.159,24,2.005
b'PSO J023647.528+145724.780',b'125940391979428739',39.1980666667,14.9568472222,0.084,0.084,2,0.00613469258522,1600,79,302067712,36,b'',b'',,,56233.3339815,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.95,22.068,0.127,,,22.055,0.127,280,,,,,,,,0,,,,,,,,0,2.018
b'PSO J023636.622+145821.285',b'125960391525057598',39.1525958333,14.9725805556,0.146,0.146,2,0.558518414906,1600,79,268959744,32,b'',b'',,,55585.2685301,0,0,0,0,2,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.828,20.906,0.035,,,21.231,0.4,4120,,,,,,,,0,2.023
b'PSO J023646.408+145718.502',b'125940391933116739',39.1934,14.9551027778,0.096,0.096,2,0.587125808547,1600,79,310456320,37,b'',b'',,,56237.5492245,0,1,0,1,0,0,0.999,20.719,0.168,19.494,0.135,19.599,0.168,16777488,,,,,,,,0,0.999,21.928,0.116,20.927,0.109,21.223,0.116,16777496,,,,,,,,0,,,,,,,,0,2.025
b'PSO J023650.534+145756.763',b'125950392105299480',39.2105833333,14.96575,0.034,0.031,18,0.722286696287,1600,79,436527104,52,b'02 36 50.535',b'+14 57 56.76',0.001,0.001,56142.7587616,4,1,5,11,1,0,0.999,21.889,0.188,21.836,0.313,21.543,0.188,115000,0.999,21.541,0.069,21.635,0.132,21.537,0.137,115000,0.999,21.342,0.062,21.384,0.128,21.402,0.171,115000,0.999,21.249,0.183,,,21.104,0.183,115000,,,,,,,,16416,2.028
b'PSO J023647.471+150107.117',b'126020391976702855',39.1977958333,15.0186444444,0.204,0.204,2,0.458518709483,1600,79,268959744,32,b'',b'',,,56238.8385995,0,1,0,1,0,0,0.568,21.143,0.314,,,21.769,0.314,4112,,,,,,,,0,0.475,21.403,0.269,,,21.456,0.269,4120,,,,,,,,0,,,,,,,,0,2.032
b'PSO J023645.720+145714.926',b'125940391904805451',39.1905333333,14.9541055556,0.013,0.013,2,0.811638966027,1600,79,310456320,37,b'',b'',,,55935.2053935,0,0,0,0,0,2,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.999,16.173,0.479,13.423,0.15,14.738,0.216,16777496,2.044
b'PSO J023647.210+145721.119',b'125940391966607599',39.1967416667,14.9558305556,0.123,0.123,2,0.557292444219,1600,79,302067712,36,b'',b'',,,56233.3391782,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.885,21.938,0.122,,,22.369,0.122,280,,,,,,,,0,,,,,,,,0,2.045
b'PSO J023636.839+150018.632',b'126000391535016702',39.153525,15.0051583333,0.029,0.006,31,0.170685094009,1600,79,436527104,52,b'02 36 36.839',b'+15 00 18.63',0.001,0.001,55979.4838194,5,0,5,6,10,10,,,,,,,,114720,1.0,21.047,0.059,21.164,0.072,21.108,0.108,115000,0.999,19.937,0.03,20.047,0.034,19.967,0.023,115000,0.999,19.39,0.014,19.47,0.041,19.358,0.031,115000,0.999,19.146,0.033,19.103,0.06,19.051,0.046,115000,2.051
b'PSO J023635.611+145909.413',b'125980391483703640',39.1483833333,14.9859472222,0.125,0.125,2,0.24857046292,1600,79,268959744,32,b'',b'',,,56238.2743056,0,1,0,1,0,0,0.464,20.225,0.202,,,20.181,0.202,4112,,,,,,,,0,0.524,20.785,0.158,,,22.023,0.158,4120,,,,,,,,0,,,,,,,,0,2.059
